OrigProj,Amount,projecttitle,Forum,Sponsor,AwardYear,Color,subforum,Improvement Type,ProjNo
STPUL0529(001),199738,Everett Ave Signals (At Various Locations),FHWA Countywide,Everett,1992,STP(U),Snohomish Countywide Forum,Safety & Efficiency,STPUL0529(001)
STPUL1031(002),105509,Military Rd (At S 216th St) (17ST-02),FHWA Countywide,SeaTac,1992,STP(U),King Countywide Forum,Safety & Efficiency,STPUL1031(002)
STPUL2076(002),272475,"NE 24th St (156th Ave NE to 164th Ave NE; Formerly, at 164th only)",FHWA Countywide,Bellevue,1992,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,STPUL2076(002)
STPUL9999(144),20000,"Parking Policy Review (Of City Policies, as Required by State Commute Trip Reduction Law)",FHWA Countywide,Redmond,1992,STP(U),King Countywide Forum,"Studies, TDM, Other",STPUL9999(144)
STPUL9999(152),20000,Parking Policy Review  (Of City Policies as Required by State Commute Trip Reduction Law),FHWA Countywide,Bothell,1992,STP(U),King Countywide Forum,"Studies, TDM, Other",STPUL9999(152)
STPUL9999(153),188000,S 320th St  (at SR-99) (17FW-02),FHWA Countywide,Federal Way,1992,STP(U),King Countywide Forum,Safety & Efficiency,STPUL9999(153)
SUL-2,200000,Traffic Signal and Sidewalk on SR-2 at Old Owen Road,FHWA Countywide,Sultan,1997,STP(R),Snohomish Countywide Forum,Safety & Efficiency,SUL-2
SUL-3A,158754,SR-2:  5th Street Traffic Signal (additional design),FHWA Countywide,Sultan,2003,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SUL-3A
SUL-3A,200000,SR-2:  5th Street Traffic Signal (additional design),FHWA Countywide,Sultan,2004,STP(R),Snohomish Countywide Forum,Safety & Efficiency,SUL-3A
SUL-4,107028,"US-2 Improvements, Vicinity Sultan Basin Road",FHWA Countywide,Sultan,2002,STP(R),Snohomish Countywide Forum,Safety & Efficiency,SUL-4
SUL-4,200000,"US-2 Improvements, Vicinity Sultan Basin Road",FHWA Countywide,Sultan,1999,STP(U),Snohomish Countywide Forum,Safety & Efficiency,SUL-4
SUL-4,500000,"US-2 Improvements, Vicinity Sultan Basin Road",FHWA Countywide,Sultan,2004,STP(R),Snohomish Countywide Forum,Safety & Efficiency,SUL-4
SUL-6,876150,US 2 and Sultan Basin Road Realignment (Phase III),FHWA Countywide,Sultan,2009,STP(R),Snohomish Countywide Forum,Safety & Efficiency,SUL-6
SUL-6,1009164,US 2 and Sultan Basin Road Realignment (Phase III),FHWA Countywide,Sultan,2006,STP(R),Snohomish Countywide Forum,Safety & Efficiency,SUL-6
SUL-7,417229,Sultan River/US 2 Bike and Pedestrian Bridge,FHWA Countywide,Sultan,2012,STP(U),Snohomish Countywide Forum,Bicycle/Pedestrian,SUL-7
SUL-8,256000,Sultan Basin Road Overlay,FHWA Countywide,Sultan,2012,STP(U),Snohomish Countywide Forum,"Preservation, Maintenance & Operations",SUL-8
SUM-1,56000,Sumner Trail Master Plan,FHWA Countywide,Sumner,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,SUM-1
SUM-11,130000,East Valley Resurfacing (County Line to Forest Canyon),FHWA Countywide,Sumner,2009,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",SUM-11
SUM-12,4090937,136th Avenue/Valentine Road Corridor Improvement Project,FHWA Countywide,Sumner,2012,STP(U),Pierce Countywide Forum,Safety & Efficiency,SUM-12
SUM-16,702959,Stewart Road Bridge Replacement ,FHWA Countywide,Sumner,2014,STP(UL),Pierce Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,SUM-16
SUM-18,595396,Puyallup Street Overlay ,FHWA Countywide,Sumner,2014,STP(UL),Pierce Countywide Forum,"Preservation, Maintenance & Operations",SUM-18
SUM-3,653041,Sumner Train Station Access,FHWA Countywide,Sumner,1997,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,SUM-3
SUM-6,400000,Sumner Trail Phase 1B,FHWA RPEC,Sumner,1999,STP(U),RPEC,Bicycle/Pedestrian,SUM-6
SUM-7,205000,Valley Avenue Improvements Phase III (Washington Street to Elm Street),FHWA Countywide,Sumner,2004,STP(U),Pierce Countywide Forum,Safety & Efficiency,SUM-7
SUM-8,106222,Traffic/Fryar Ave and Main Street Intersection Improvements (Main St to Puyallup St),FHWA Countywide,Sumner,2006,STP(U),Pierce Countywide Forum,Safety & Efficiency,SUM-8
SUM-8,569906,Traffic/Fryar Ave and Main Street Intersection Improvements (Main St to Puyallup St),FHWA Countywide,Sumner,2009,STP(U),Pierce Countywide Forum,Safety & Efficiency,SUM-8
SUM-8,1618687,Traffic/Fryar Ave and Main Street Intersection Improvements (Main St to Puyallup St),FHWA Countywide,Sumner,2009,CMAQ,Pierce Countywide Forum,Safety & Efficiency,SUM-8
TAC-1,500000,Neighborhood Business Dist. Sidewalk Improvement,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-1
TAC-10,433000,Central Business District - Closed Loop Traffic,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-10
TAC-100,850000,Pedestrian Improvements in Hilltop and South Downtown ,FHWA Countywide,Tacoma,2014,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-100
TAC-101,750000,S. 48th St. and Tacoma Mall Blvd ,FHWA Countywide,Tacoma,2014,STP(UL),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-101
TAC-102,1170172,Schuster Parkway Promenade ,FHWA RPEC,Tacoma,2014,STP(UL),RPEC,Bicycle/Pedestrian,TAC-102
TAC-103,420000,Traffic Model Update/Mode Choice/Pavement Management integration Project - Phase II ,FHWA Countywide,Tacoma,2014,STP(UL),Pierce Countywide Forum,"Studies, TDM, Other",TAC-103
TAC-16,52000,Mildred Street - Midblock Pedestrian Traffic Signal,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-16
TAC-19,500000,Sidewalk Construction Program,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-19
TAC-1P,20000,South 96th Street (also funded at 27TAC-18),FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-1P
TAC-2,44000,Ruston Way Bike Way,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-2
TAC-20,1258000,Interstate 705 Pedestrian Overpass,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-20
TAC-23,151000,Neighborhood Transit Streetscape Improvements,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-23
TAC-28,72000,Tacoma Dome Park & Ride Signalization: Puyallup. Ave at 'E' & 'G' St. and E 25th & 'D',FHWA Countywide,Tacoma,1995,CMAQ,Pierce Countywide Forum,Safety & Efficiency,TAC-28
TAC-29,1302750,South Tyler St. from Center St. to S 38th St.,FHWA Countywide,Tacoma,1995,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-29
TAC-2P,175000,Taylor Way,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-2P
TAC-2P,190300,Taylor Way,FHWA Countywide,Tacoma,1994,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-2P
TAC-3,52000,Bicycle Racks for Tacoma,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-3
TAC-30,217568,6th Avenue from Orchard to Winnifred,FHWA Countywide,Tacoma,1995,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-30
TAC-31,182613,South 13th Street from Tacoma Avenue to Pacific Avenue,FHWA Countywide,Tacoma,1995,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-31
TAC-32,140000,Thea Foss Waterway Public Esplanade - Parcel #3 - Phase I,FHWA Countywide,Tacoma,1995,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-32
TAC-32,432500,Thea Foss Waterway Public Esplanade - Parcel #3 - Phase I,FHWA Countywide,Tacoma,1997,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-32
TAC-33,102200,Structural Sidewalk Replacement Participation Program,FHWA Countywide,Tacoma,1995,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-33
TAC-34,275000,Hazardous Sidewalk Replacement Program,FHWA Countywide,Tacoma,1997,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-34
TAC-34,320000,Hazardous Sidewalk Replacement Program,FHWA Countywide,Tacoma,1995,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-34
TAC-35,153105,"Traffic Signal Update: South 72nd Street, Park Avenue to Yakima Avenue",FHWA Countywide,Tacoma,1995,CMAQ,Pierce Countywide Forum,Safety & Efficiency,TAC-35
TAC-4,350000,Excursion/Freight RR Service-Train to the Mountain,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,"Studies, TDM, Other",TAC-4
TAC-42,1000000,D Street Overpass,FHWA RPEC,Tacoma,1999,STP(U),RPEC,Bicycle/Pedestrian,TAC-42
TAC-42,1000000,D Street Overpass,FHWA RPEC,Tacoma,2003,STP(U),RPEC,Bicycle/Pedestrian,TAC-42
TAC-42,1108237,D Street Overpass,FHWA Countywide,Tacoma,2003,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-42
TAC-45,346000,2000 Hazardous Sidewalk Replacement,FHWA Countywide,Tacoma,1999,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-45
TAC-46,93574,Norpoint Way from 29th St. NE to 49th Ave. NE,FHWA Countywide,Tacoma,2002,STP(N),Pierce Countywide Forum,Safety & Efficiency,TAC-46
TAC-46,696325,Norpoint Way from 29th St. NE to 49th Ave. NE,FHWA Countywide,Tacoma,1999,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-46
TAC-47,269880,Portland Ave. and Puyallup Ave. Intersection Rehabilitation,FHWA Countywide,Tacoma,1999,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-47
TAC-48,60550,"South Tacoma Way, Pine St. to S. 38th St.",FHWA Countywide,Tacoma,1999,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-48
TAC-48,86917,"South Tacoma Way, Pine St. to S. 38th St.",FHWA Countywide,Tacoma,2005,STP(N),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-48
TAC-48,660860,"South Tacoma Way, Pine St. to S. 38th St.",FHWA Countywide,Tacoma,2002,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-48
TAC-49,320000,Tacoma Rail Freight Rail Improvements - Tacoma to Frederickson,FHWA Countywide,Tacoma,1999,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",TAC-49
TAC-5,30000,Nonmotorized Transportation Plan and Program,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,"Studies, TDM, Other",TAC-5
TAC-55,511500,Phase II - Thea Foss Waterway Public Esplanade  - Alber's Mill Site,FHWA Countywide,Tacoma,2002,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-55
TAC-6,53000,Puyallup River Levee Trail:  Tacoma Const. Phase,FHWA Countywide,Pierce County,1993,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-6
TAC-60,245875,Tacoma Rail Mountain Division,FHWA Countywide,Tacoma,2002,CMAQ,Pierce Countywide Forum,"Studies, TDM, Other",TAC-60
TAC-62,346000,Hazardous Sidewalk Program 2002,FHWA Countywide,Tacoma,2002,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-62
TAC-64,1455332,South Tyler Street (So. 38th St.- So. 60th St.),FHWA Countywide,Tacoma,2004,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-64
TAC-65,432500,Portland Avenue from East 28th St. to Fairbanks St.,FHWA Countywide,Tacoma,2004,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-65
TAC-66,425000,2004 Hazardous Sidewalk Program,FHWA Countywide,Tacoma,2004,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-66
TAC-67,325000,Pavement Management System Improvements and Integration,FHWA Countywide,Tacoma,2004,STP(U),Pierce Countywide Forum,"Studies, TDM, Other",TAC-67
TAC-68,150000,Thea Foss Waterway Esplanade - Site 1,FHWA Countywide,Tacoma,2004,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-68
TAC-69,1000000,Puyallup Bridge F16A & F16B Replacement,FHWA RPEC,Tacoma,2011,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TAC-69
TAC-69,5000000,Puyallup Bridge F16A & F16B Replacement,FHWA RPEC,Tacoma,2009,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TAC-69
TAC-69,12200000,Puyallup Bridge F16A & F16B Replacement,FHWA RPEC,Tacoma,2012,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TAC-69
TAC-6A,674700,Lincoln Ave. - Portland Ave. to Marc Ave,FHWA Countywide,Tacoma,1997,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-6A
TAC-6A,2300000,Lincoln Ave. - Portland Ave. to Marc Ave,FHWA RPEC,Tacoma,2006,STP(U),RPEC,"Preservation, Maintenance & Operations",TAC-6A
TAC-72,2950000,Stadium Way ,FHWA Countywide,Tacoma,2009,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-72
TAC-72,4500000,Stadium Way ,FHWA Countywide,Tacoma,2006,STP(U),Pierce Countywide Forum,Safety & Efficiency,TAC-72
TAC-73,205438,Pacific Avenue Safety and Mobility Improvement Project (S. 17th St. to S. 25th St.),FHWA Countywide,Tacoma,2006,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-73
TAC-73,3554427,Pacific Avenue Safety and Mobility Improvement Project (S. 17th St. to S. 25th St.),FHWA RPEC,Tacoma,2006,STP(U),RPEC,"Preservation, Maintenance & Operations",TAC-73
TAC-74,900000,Portland Ave. Overlay (Fairbanks to E. 56th St.),FHWA Countywide,Tacoma,2009,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-74
TAC-74,1349400,Portland Ave. Overlay (Fairbanks to E. 56th St.),FHWA Countywide,Tacoma,2006,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-74
TAC-75,474700,2008 Sidewalk Reconstruction Project,FHWA Countywide,Tacoma,2006,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-75
TAC-79,374700,2011 Sidewalk Reconstruction Project,FHWA Countywide,Tacoma,2009,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-79
TAC-7P,546000,Alexander Avenue,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-7P
TAC-8,280000,South 47th Street,FHWA Countywide,Tacoma,1993,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-8
TAC-80,1195000,Historic Water Ditch Trail Project,FHWA Countywide,Tacoma,2009,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,TAC-80
TAC-81,100000,South Tacoma Way Corridor Multimodal Improvement  ,FHWA Countywide,Tacoma,2009,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-81
TAC-82,2500000,Puget Sound Local Haul Truck Diesel Retrofit Program ,FHWA RPEC,Tacoma,2009,CMAQ,RPEC,"Studies, TDM, Other",TAC-82
TAC-85,800000,Downtown Streetscape Improvements,FHWA Countywide,Tacoma,2012,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-85
TAC-9,1402000,Tacoma Tide Flats Fugitive Dust Program,FHWA Countywide,Tacoma,1993,CMAQ,Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-9
TAC-91,500000,Top-4 Bikeways Project,FHWA Countywide,Tacoma,2012,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-91
TAC-92,100000,Historic Water Ditch Trail,FHWA Countywide,Tacoma,2012,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-92
TAC-92,1840104,Historic Water Ditch Trail,FHWA Countywide,Tacoma,2014,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-92
TAC-93,750000,Milwaukee Way Overlay,FHWA Countywide,Tacoma,2012,STP(U),Pierce Countywide Forum,"Preservation, Maintenance & Operations",TAC-93
TAC-94,50000,Thea Foss Waterway- Site 10 Esplanade,FHWA Countywide,Tacoma,2012,CMAQ,Pierce Countywide Forum,Bicycle/Pedestrian,TAC-94
TTW-6,8000000,I-5/116th St NE Interchange Improvement Project,FHWA RPEC,Tulalip Tribes,2013,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TTW-6
TTW-7,3000000,Marine Drive Pedestrian/Bike Improvements 7th Dr NW to 36th Ave NW ,FHWA Countywide,Tulalip Tribes,2014,STP(R),Snohomish Countywide Forum,Bicycle/Pedestrian,TTW-7
TUK-12,392000,Green River Valley Signal Coordination,FHWA Countywide,Tukwila,1993,CMAQ,King Countywide Forum,Safety & Efficiency,TUK-12
TUK-2,1182000,CBD Sidewalk Construction and Tree Planting,FHWA Countywide,Tukwila,1993,STP(U),King Countywide Forum,Bicycle/Pedestrian,TUK-2
TUK-24,222800,Pacific Highway,FHWA Countywide,Tukwila,2002,STP(N),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,TUK-24
TUK-24,1000000,Pacific Highway,FHWA RPEC,Tukwila,1999,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TUK-24
TUK-24,1741000,Pacific Highway,FHWA RPEC,Tukwila,1995,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TUK-24
TUK-24,4500000,Pacific Highway,FHWA RPEC,Tukwila,1997,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TUK-24
TUK-25,400000,West Valley Highway and Strander Blvd Intersection,FHWA Countywide,Tukwila,1995,STP(U),King Countywide Forum,Safety & Efficiency,TUK-25
TUK-37,200000,Southcenter Parkway Extension,FHWA Countywide,Tukwila,1997,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,TUK-37
TUK-40,395707,Interurban Avenue South (S 143 St to Fort Dent Way) ,FHWA Countywide,Tukwila,1999,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",TUK-40
TUK-40 ,2145954,Interurban Avenue South (S 143 St to Fort Dent Way) ,FHWA RPEC,Tukwila,2012,STP(U),RPEC,"Preservation, Maintenance & Operations",TUK-40
TUK-41,220296,Tukwila International Boulevard Redevelopment Project,FHWA Countywide,Tukwila,2002,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,TUK-41
TUK-41,615692,Tukwila International Boulevard Redevelopment Project,FHWA Countywide,Tukwila,2003,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,TUK-41
TUK-41,1000000,Tukwila International Boulevard Redevelopment Project,FHWA RPEC,Tukwila,1999,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TUK-41
TUK-41,2850000,Tukwila International Boulevard Redevelopment Project,FHWA RPEC,Tukwila,2002,CMAQ,RPEC,General Purpose & High Occupancy Vehicle Capacity,TUK-41
TUK-43,180000,CBD Traffic Signal Interconnect,FHWA RPEC,Tukwila,2002,CMAQ,RPEC,Safety & Efficiency,TUK-43
TUK-45,142835,Tukwila International Boulevard - Phase 3,FHWA RPEC,Tukwila,2005,STP(U),RPEC,Safety & Efficiency,TUK-45
TUK-45,288227,Tukwila International Boulevard - Phase 3,FHWA Countywide,Tukwila,2005,STP(U),King Countywide Forum,Safety & Efficiency,TUK-45
TUK-45,349559,Tukwila International Boulevard - Phase 3,FHWA Countywide,Tukwila,2004,STP(U),King Countywide Forum,Safety & Efficiency,TUK-45
TUK-45,2645461,Tukwila International Boulevard - Phase 3,FHWA RPEC,Tukwila,2004,STP(U),RPEC,Safety & Efficiency,TUK-45
TUK-46,2000000,Tukwila Urban Center Access Improvement Project (Klickitat Drive & Southcenter Parkway),FHWA RPEC,Tukwila,2011,STP(U),RPEC,General Purpose & High Occupancy Vehicle Capacity,TUK-46
TUK-46,3000000,Tukwila Urban Center Access Improvement Project (Klickitat Drive & Southcenter Parkway),FHWA Countywide,Tukwila,2006,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,TUK-46
TUK-47,100361,Boeing Access Road / East Marginal Way Intersection Resurfacing,FHWA Countywide,Tukwila,2005,STP(N),King Countywide Forum,"Preservation, Maintenance & Operations",TUK-47
TUK-51,1000000,East Marginal Way South (S 81st Place to S Norfolk Street),FHWA Countywide,Tukwila,2012,STP(U),King Countywide Forum,"Preservation, Maintenance & Operations",TUK-51
TUK-7,1080000,Interurban Avenue HOV Bypass,FHWA Countywide,Tukwila,1993,STP(U),King Countywide Forum,General Purpose & High Occupancy Vehicle Capacity,TUK-7
UVP-1,500000,Bridgeport Way West Street Improvements - Phase II,FHWA Countywide,University Place,1997,STP(U),Pierce Countywide Forum,Bicycle/Pedestrian,UVP-1
UVP-1,1000000,Bridgeport Way West Street Improvements - Phase II,FHWA RPEC,University Place,1999,STP(U),RPEC,Bicycle/Pedestrian,UVP-1
UVP-12,451089,Bridgeport Phase 5 Roadway Improvements,FHWA Countywide,University Place,2012,STP(U),Pierce Countywide Forum,Safety & Efficiency,UVP-12
UVP-12,1293911,Bridgeport Phase 5 Roadway Improvements,FHWA Countywide,University Place,2012,CMAQ,Pierce Countywide Forum,Safety & Efficiency,UVP-12
UVP-15,200000,S. 56th St and Cirque Drive Corridor Improvements ,FHWA Countywide,University Place,2012,STP(U),Pierce Countywide Forum,Safety & Efficiency,UVP-15
